League,Country,Date,Team,Goals,Result,isHome,HeadCoach,DaysInPost
Ligue 1,France,2018-11-24,Paris S-G,1.0,win,True,Thomas Tuchel,146.0
Ligue 1,France,2018-11-24,Nantes,1.0,draw,True,Vahid Halilhodzic,53.0
Ligue 1,France,2018-11-24,Strasbourg,0.0,loss,True,Thierry Laurey,876.0
Ligue 1,France,2018-11-25,Montpellier,2.0,draw,True,Michel Der Zakarian,551.0
Ligue 1,France,2018-11-25,Nice,2.0,win,True,Patrick Vieira,147.0
Ligue 1,France,2018-12-01,Lille,2.0,draw,True,Christophe Galtier,337.0
Ligue 1,France,2018-12-01,Monaco,1.0,loss,True,Thierry Henry,49.0
Ligue 1,France,2018-12-02,Toulouse,2.0,draw,True,Alain Casanova,160.0
Ligue 1,France,2018-12-02,Rennes,1.0,loss,True,Sabri Lamouchi,389.0
Ligue 1,France,2018-12-02,Marseille,0.0,draw,True,Rudi Garcia,773.0
Ligue 1,France,2018-12-04,Nice,0.0,draw,True,Patrick Vieira,156.0
Ligue 1,France,2018-12-04,Montpellier,0.0,loss,True,Michel Der Zakarian,560.0
Ligue 1,France,2018-12-05,Lyon,0.0,loss,True,Bruno Génésio,1077.0
Ligue 1,France,2018-12-05,Nantes,3.0,win,True,Vahid Halilhodzic,64.0
Ligue 1,France,2018-12-05,Strasbourg,1.0,draw,True,Thierry Laurey,887.0
Ligue 1,France,2018-12-08,Rennes,2.0,win,True,Julien Stéphan,4.0
Ligue 1,France,2018-12-09,Strasbourg,2.0,draw,True,Thierry Laurey,891.0
Ligue 1,France,2018-12-09,Lille,1.0,draw,True,Christophe Galtier,345.0
Ligue 1,France,2019-01-16,Toulouse,2.0,draw,True,Alain Casanova,205.0
Ligue 1,France,2019-01-16,Monaco,1.0,draw,True,Thierry Henry,95.0
Ligue 1,France,2019-02-20,Paris S-G,5.0,win,True,Thomas Tuchel,234.0
Ligue 1,France,2018-12-16,Nice,1.0,draw,True,Patrick Vieira,168.0
Ligue 1,France,2018-12-16,Lyon,3.0,win,True,Bruno Génésio,1088.0
Ligue 1,France,2019-01-08,Nantes,2.0,win,True,Vahid Halilhodzic,98.0
Ligue 1,France,2019-02-05,Marseille,1.0,win,True,Rudi Garcia,838.0
Ligue 1,France,2018-12-22,Rennes,4.0,win,True,Julien Stéphan,18.0
Ligue 1,France,2018-12-22,Montpellier,1.0,draw,True,Michel Der Zakarian,578.0
Ligue 1,France,2018-12-22,Lille,1.0,loss,True,Christophe Galtier,358.0
Ligue 1,France,2018-12-22,Paris S-G,1.0,win,True,Thomas Tuchel,174.0
Ligue 1,France,2018-12-22,Strasbourg,2.0,win,True,Thierry Laurey,904.0
Ligue 1,France,2018-12-22,Monaco,0.0,loss,True,Thierry Henry,70.0
Ligue 1,France,2018-08-18,Rennes,1.0,win,True,Sabri Lamouchi,283.0
Ligue 1,France,2018-08-18,Monaco,0.0,draw,True,Leonardo Jardim,1509.0
Ligue 1,France,2018-08-19,Strasbourg,1.0,draw,True,Thierry Laurey,779.0
Ligue 1,France,2018-08-19,Toulouse,2.0,win,True,Alain Casanova,55.0
Ligue 1,France,2019-01-11,Lyon,1.0,draw,True,Bruno Génésio,1114.0
Ligue 1,France,2019-01-12,Nice,1.0,win,True,Patrick Vieira,195.0
Ligue 1,France,2019-01-13,Nantes,0.0,loss,True,Vahid Halilhodzic,103.0
Ligue 1,France,2019-01-13,Toulouse,1.0,loss,True,Alain Casanova,202.0
Ligue 1,France,2019-01-13,Marseille,1.0,draw,True,Rudi Garcia,815.0
Ligue 1,France,2019-01-18,Lille,2.0,win,True,Christophe Galtier,385.0
Ligue 1,France,2019-01-19,Paris S-G,9.0,win,True,Thomas Tuchel,202.0
Ligue 1,France,2019-01-19,Monaco,1.0,loss,True,Thierry Henry,98.0
Ligue 1,France,2019-01-20,Rennes,0.0,draw,True,Julien Stéphan,47.0
Ligue 1,France,2019-01-25,Marseille,1.0,loss,True,Rudi Garcia,827.0
Ligue 1,France,2019-01-26,Nice,2.0,win,True,Patrick Vieira,209.0
Ligue 1,France,2019-01-26,Strasbourg,1.0,win,True,Thierry Laurey,939.0
Ligue 1,France,2019-01-27,Montpellier,2.0,win,True,Michel Der Zakarian,614.0
Ligue 1,France,2019-01-27,Toulouse,0.0,draw,True,Alain Casanova,216.0
Ligue 1,France,2019-01-27,Paris S-G,4.0,win,True,Thomas Tuchel,210.0
Ligue 1,France,2019-01-30,Nantes,1.0,draw,True,Vahid Halilhodzic,120.0
Ligue 1,France,2019-02-01,Lille,4.0,win,True,Christophe Galtier,399.0
Ligue 1,France,2019-02-02,Monaco,2.0,win,True,Leonardo Jardim,6.0
Ligue 1,France,2019-02-02,Rennes,1.0,win,True,Julien Stéphan,60.0
Ligue 1,France,2019-02-03,Lyon,2.0,win,True,Bruno Génésio,1137.0
Ligue 1,France,2019-02-09,Paris S-G,1.0,win,True,Thomas Tuchel,223.0
Ligue 1,France,2019-02-09,Strasbourg,1.0,loss,True,Thierry Laurey,953.0
Ligue 1,France,2019-02-10,Nantes,2.0,loss,True,Vahid Halilhodzic,131.0
Ligue 1,France,2019-02-10,Toulouse,1.0,draw,True,Alain Casanova,230.0
Ligue 1,France,2019-02-10,Montpellier,2.0,draw,True,Michel Der Zakarian,628.0
Ligue 1,France,2019-02-10,Rennes,3.0,win,True,Julien Stéphan,68.0
Ligue 1,France,2019-02-10,Nice,1.0,win,True,Patrick Vieira,224.0
Ligue 1,France,2019-02-15,Lyon,2.0,win,True,Bruno Génésio,1149.0
Ligue 1,France,2019-02-16,Marseille,2.0,win,True,Rudi Garcia,849.0
Ligue 1,France,2019-02-16,Monaco,1.0,win,True,Leonardo Jardim,20.0
Ligue 1,France,2019-02-17,Lille,0.0,draw,True,Christophe Galtier,415.0
Ligue 1,France,2019-02-22,Strasbourg,1.0,draw,True,Thierry Laurey,966.0
Ligue 1,France,2019-02-23,Paris S-G,3.0,win,True,Thomas Tuchel,237.0
Ligue 1,France,2019-02-24,Toulouse,1.0,draw,True,Alain Casanova,244.0
Ligue 1,France,2019-02-24,Montpellier,2.0,loss,True,Michel Der Zakarian,642.0
Ligue 1,France,2019-02-24,Nantes,1.0,win,True,Vahid Halilhodzic,145.0
Ligue 1,France,2019-02-24,Rennes,1.0,draw,True,Julien Stéphan,82.0
Ligue 1,France,2019-02-24,Monaco,2.0,win,True,Leonardo Jardim,28.0
Ligue 1,France,2019-03-03,Nice,1.0,win,True,Patrick Vieira,245.0
Ligue 1,France,2019-03-03,Lille,1.0,win,True,Christophe Galtier,429.0
Ligue 1,France,2019-03-03,Lyon,5.0,win,True,Bruno Génésio,1165.0
Ligue 1,France,2019-03-03,Marseille,2.0,win,True,Rudi Garcia,864.0
Ligue 1,France,2019-03-09,Strasbourg,2.0,draw,True,Thierry Laurey,981.0
Ligue 1,France,2019-03-09,Monaco,1.0,draw,True,Leonardo Jardim,41.0
Ligue 1,France,2019-03-10,Montpellier,2.0,draw,True,Michel Der Zakarian,656.0
Ligue 1,France,2019-03-10,Toulouse,1.0,win,True,Alain Casanova,258.0
Ligue 1,France,2019-03-10,Rennes,3.0,win,True,Julien Stéphan,96.0
Ligue 1,France,2019-03-10,Marseille,1.0,win,True,Rudi Garcia,871.0
Ligue 1,France,2019-04-17,Nantes,3.0,win,True,Vahid Halilhodzic,197.0
Ligue 1,France,2019-03-15,Nice,1.0,draw,True,Patrick Vieira,257.0
Ligue 1,France,2019-03-15,Lille,0.0,loss,True,Christophe Galtier,441.0
Ligue 1,France,2019-03-17,Lyon,3.0,win,True,Bruno Génésio,1179.0
Ligue 1,France,2019-03-17,Paris S-G,3.0,win,True,Thomas Tuchel,259.0
Ligue 1,France,2018-08-24,Lyon,2.0,win,True,Bruno Génésio,974.0
Ligue 1,France,2018-08-25,Paris S-G,3.0,win,True,Thomas Tuchel,55.0
Ligue 1,France,2018-08-25,Nantes,1.0,draw,True,Miguel Cardoso,73.0
Ligue 1,France,2018-08-25,Nice,0.0,loss,True,Patrick Vieira,55.0
Ligue 1,France,2018-08-25,Toulouse,1.0,win,True,Alain Casanova,61.0
Ligue 1,France,2018-08-25,Montpellier,0.0,draw,True,Michel Der Zakarian,459.0
Ligue 1,France,2018-08-26,Lille,3.0,win,True,Christophe Galtier,240.0
Ligue 1,France,2018-08-26,Marseille,2.0,draw,True,Rudi Garcia,675.0
Ligue 1,France,2019-03-29,Rennes,0.0,loss,True,Julien Stéphan,115.0
Ligue 1,France,2019-03-30,Marseille,2.0,draw,True,Rudi Garcia,891.0
Ligue 1,France,2019-03-31,Monaco,0.0,loss,True,Leonardo Jardim,63.0
Ligue 1,France,2019-03-31,Nantes,2.0,loss,True,Vahid Halilhodzic,180.0
Ligue 1,France,2019-03-31,Toulouse,0.0,loss,True,Alain Casanova,279.0
Ligue 1,France,2019-04-03,Montpellier,2.0,win,True,Michel Der Zakarian,680.0
Ligue 1,France,2019-04-03,Strasbourg,4.0,win,True,Thierry Laurey,1006.0
Ligue 1,France,2019-04-06,Lyon,1.0,loss,True,Bruno Génésio,1199.0
Ligue 1,France,2019-04-07,Toulouse,1.0,win,True,Alain Casanova,286.0
Ligue 1,France,2019-04-07,Nice,1.0,win,True,Patrick Vieira,280.0
Ligue 1,France,2019-04-07,Paris S-G,2.0,draw,True,Thomas Tuchel,280.0
Ligue 1,France,2019-04-12,Nantes,2.0,win,True,Vahid Halilhodzic,192.0
Ligue 1,France,2019-04-13,Marseille,2.0,win,True,Rudi Garcia,905.0
Ligue 1,France,2019-04-13,Monaco,0.0,draw,True,Leonardo Jardim,76.0
Ligue 1,France,2019-04-13,Strasbourg,3.0,draw,True,Thierry Laurey,1016.0
Ligue 1,France,2019-04-14,Rennes,0.0,draw,True,Julien Stéphan,131.0
Ligue 1,France,2019-04-14,Montpellier,2.0,win,True,Michel Der Zakarian,691.0
Ligue 1,France,2019-04-14,Lille,5.0,win,True,Christophe Galtier,471.0
Ligue 1,France,2019-04-19,Lyon,2.0,win,True,Bruno Génésio,1212.0
Ligue 1,France,2019-04-20,Strasbourg,1.0,loss,True,Thierry Laurey,1023.0
Ligue 1,France,2019-04-20,Nice,0.0,loss,True,Patrick Vieira,293.0
Ligue 1,France,2019-04-21,Nantes,3.0,win,True,Vahid Halilhodzic,201.0
Ligue 1,France,2019-04-21,Toulouse,0.0,draw,True,Alain Casanova,300.0
Ligue 1,France,2019-04-21,Paris S-G,3.0,win,True,Thomas Tuchel,294.0
Ligue 1,France,2019-04-28,Nice,3.0,win,True,Patrick Vieira,301.0
Ligue 1,France,2019-04-28,Lille,5.0,win,True,Christophe Galtier,485.0
Ligue 1,France,2019-04-28,Marseille,1.0,loss,True,Rudi Garcia,920.0
Ligue 1,France,2019-04-30,Montpellier,3.0,win,True,Michel Der Zakarian,707.0
Ligue 1,France,2019-05-01,Rennes,2.0,draw,True,Julien Stéphan,148.0
Ligue 1,France,2019-05-03,Strasbourg,1.0,draw,True,Thierry Laurey,1036.0
Ligue 1,France,2019-05-04,Paris S-G,1.0,draw,True,Thomas Tuchel,307.0
Ligue 1,France,2019-05-05,Montpellier,1.0,draw,True,Michel Der Zakarian,712.0
Ligue 1,France,2019-05-05,Nantes,3.0,win,True,Vahid Halilhodzic,215.0
Ligue 1,France,2019-05-05,Toulouse,2.0,draw,True,Alain Casanova,314.0
Ligue 1,France,2019-05-05,Monaco,2.0,loss,True,Leonardo Jardim,98.0
Ligue 1,France,2019-05-05,Lyon,2.0,draw,True,Bruno Génésio,1228.0
Ligue 1,France,2019-05-11,Nice,1.0,draw,True,Patrick Vieira,314.0
Ligue 1,France,2019-05-12,Rennes,1.0,draw,True,Julien Stéphan,159.0
Ligue 1,France,2019-05-12,Lille,1.0,win,True,Christophe Galtier,499.0
Ligue 1,France,2019-05-12,Marseille,0.0,loss,True,Rudi Garcia,934.0
Ligue 1,France,2019-05-18,Monaco,2.0,win,True,Leonardo Jardim,111.0
Ligue 1,France,2019-05-18,Strasbourg,0.0,loss,True,Thierry Laurey,1051.0
Ligue 1,France,2019-05-18,Toulouse,2.0,loss,True,Alain Casanova,327.0
Ligue 1,France,2019-05-18,Lyon,4.0,win,True,Bruno Génésio,1241.0
Ligue 1,France,2019-05-18,Lille,5.0,win,True,Christophe Galtier,505.0
Ligue 1,France,2019-05-18,Paris S-G,4.0,win,True,Thomas Tuchel,321.0
Ligue 1,France,2019-05-18,Montpellier,1.0,draw,True,Michel Der Zakarian,725.0
Ligue 1,France,2019-05-24,Nantes,0.0,loss,True,Vahid Halilhodzic,234.0
Ligue 1,France,2019-05-24,Marseille,1.0,win,True,Rudi Garcia,946.0
Ligue 1,France,2019-05-24,Nice,2.0,win,True,Patrick Vieira,327.0
Ligue 1,France,2019-05-24,Rennes,3.0,win,True,Julien Stéphan,171.0
Ligue 1,France,2018-08-31,Lyon,0.0,loss,True,Bruno Génésio,981.0
Ligue 1,France,2018-09-01,Strasbourg,2.0,loss,True,Thierry Laurey,792.0
Ligue 1,France,2018-09-02,Rennes,2.0,win,True,Sabri Lamouchi,298.0
Ligue 1,France,2018-09-02,Monaco,2.0,loss,True,Leonardo Jardim,1524.0
Ligue 1,France,2018-09-14,Nice,2.0,win,True,Patrick Vieira,75.0
Ligue 1,France,2018-09-14,Paris S-G,4.0,win,True,Thomas Tuchel,75.0
Ligue 1,France,2018-09-15,Toulouse,1.0,draw,True,Alain Casanova,82.0
Ligue 1,France,2018-09-15,Montpellier,1.0,draw,True,Michel Der Zakarian,480.0
Ligue 1,France,2018-09-16,Nantes,0.0,draw,True,Miguel Cardoso,95.0
Ligue 1,France,2018-09-16,Marseille,4.0,win,True,Rudi Garcia,696.0
Ligue 1,France,2018-09-21,Monaco,1.0,draw,True,Leonardo Jardim,1543.0
Ligue 1,France,2018-09-22,Lille,2.0,win,True,Christophe Galtier,267.0
Ligue 1,France,2018-09-22,Strasbourg,3.0,win,True,Thierry Laurey,813.0
Ligue 1,France,2018-09-22,Montpellier,1.0,win,True,Michel Der Zakarian,487.0
Ligue 1,France,2018-09-23,Rennes,1.0,loss,True,Sabri Lamouchi,319.0
Ligue 1,France,2018-09-23,Lyon,4.0,win,True,Bruno Génésio,1004.0
Ligue 1,France,2018-09-25,Monaco,0.0,loss,True,Leonardo Jardim,1547.0
Ligue 1,France,2018-09-25,Nantes,1.0,loss,True,Miguel Cardoso,104.0
Ligue 1,France,2018-09-25,Toulouse,2.0,loss,True,Alain Casanova,92.0
Ligue 1,France,2018-09-26,Marseille,3.0,win,True,Rudi Garcia,706.0
Ligue 1,France,2018-09-26,Paris S-G,4.0,win,True,Thomas Tuchel,87.0
Ligue 1,France,2018-09-29,Nice,0.0,loss,True,Patrick Vieira,90.0
Ligue 1,France,2018-09-29,Lyon,1.0,draw,True,Bruno Génésio,1010.0
Ligue 1,France,2018-09-29,Strasbourg,3.0,win,True,Thierry Laurey,820.0
Ligue 1,France,2018-09-30,Rennes,1.0,draw,True,Sabri Lamouchi,326.0
Ligue 1,France,2018-09-30,Montpellier,3.0,win,True,Michel Der Zakarian,495.0
Ligue 1,France,2018-09-30,Lille,3.0,win,True,Christophe Galtier,275.0
Ligue 1,France,2018-10-05,Toulouse,1.0,draw,True,Alain Casanova,102.0
Ligue 1,France,2018-10-06,Lille,3.0,win,True,Christophe Galtier,281.0
Ligue 1,France,2018-10-07,Marseille,2.0,win,True,Rudi Garcia,717.0
Ligue 1,France,2018-10-07,Monaco,1.0,loss,True,Leonardo Jardim,1559.0
Ligue 1,France,2018-10-07,Paris S-G,5.0,win,True,Thomas Tuchel,98.0
Ligue 1,France,2019-08-09,Monaco,0.0,loss,True,Leonardo Jardim,194.0
Ligue 1,France,2019-08-10,Marseille,0.0,loss,True,André Villas-Boas,40.0
Ligue 1,France,2019-08-10,Montpellier,0.0,loss,True,Michel Der Zakarian,809.0
Ligue 1,France,2019-08-10,Nice,2.0,win,True,Patrick Vieira,405.0
Ligue 1,France,2019-08-11,Lille,2.0,win,True,Christophe Galtier,590.0
Ligue 1,France,2019-08-11,Strasbourg,1.0,draw,True,Thierry Laurey,1136.0
Ligue 1,France,2019-08-11,Paris S-G,3.0,win,True,Thomas Tuchel,406.0
Ligue 1,France,2019-10-18,Nice,1.0,loss,True,Patrick Vieira,474.0
Ligue 1,France,2019-10-19,Lyon,0.0,draw,True,Rudi Garcia,5.0
Ligue 1,France,2019-10-19,Toulouse,2.0,win,True,Antoine Kombouaré,5.0
Ligue 1,France,2019-10-20,Monaco,3.0,win,True,Leonardo Jardim,266.0
Ligue 1,France,2019-10-20,Marseille,2.0,win,True,André Villas-Boas,111.0
Ligue 1,France,2019-10-25,Nantes,0.0,loss,True,Christian Gourcuff,78.0
Ligue 1,France,2019-10-26,Lille,3.0,win,True,Christophe Galtier,666.0
Ligue 1,France,2019-10-26,Lyon,2.0,win,True,Rudi Garcia,12.0
Ligue 1,France,2019-10-26,Strasbourg,1.0,win,True,Thierry Laurey,1212.0
Ligue 1,France,2019-10-26,Montpellier,0.0,draw,True,Michel Der Zakarian,886.0
Ligue 1,France,2019-10-27,Rennes,3.0,win,True,Julien Stéphan,327.0
Ligue 1,France,2019-10-27,Paris S-G,4.0,win,True,Thomas Tuchel,483.0
Ligue 1,France,2019-11-02,Marseille,2.0,win,True,André Villas-Boas,124.0
Ligue 1,France,2019-11-02,Toulouse,2.0,loss,True,Antoine Kombouaré,19.0
Ligue 1,France,2019-11-03,Nice,2.0,win,True,Patrick Vieira,490.0
Ligue 1,France,2019-11-08,Nice,1.0,draw,True,Patrick Vieira,495.0
Ligue 1,France,2019-11-09,Monaco,1.0,win,True,Leonardo Jardim,286.0
Ligue 1,France,2019-11-09,Lille,0.0,draw,True,Christophe Galtier,680.0
Ligue 1,France,2019-11-09,Strasbourg,4.0,win,True,Thierry Laurey,1226.0
Ligue 1,France,2019-11-10,Rennes,3.0,win,True,Julien Stéphan,341.0
Ligue 1,France,2019-11-10,Nantes,2.0,loss,True,Christian Gourcuff,94.0
Ligue 1,France,2019-11-10,Montpellier,3.0,win,True,Michel Der Zakarian,901.0
Ligue 1,France,2019-11-10,Marseille,2.0,win,True,André Villas-Boas,132.0
Ligue 1,France,2019-11-22,Paris S-G,2.0,win,True,Thomas Tuchel,509.0
Ligue 1,France,2019-11-23,Lyon,2.0,win,True,Rudi Garcia,40.0
Ligue 1,France,2019-11-24,Toulouse,0.0,loss,True,Antoine Kombouaré,41.0
Ligue 1,France,2019-11-29,Marseille,2.0,win,True,André Villas-Boas,151.0
Ligue 1,France,2019-11-30,Strasbourg,1.0,loss,True,Thierry Laurey,1247.0
Ligue 1,France,2019-11-30,Nice,3.0,win,True,Patrick Vieira,517.0
Ligue 1,France,2019-11-30,Montpellier,4.0,win,True,Michel Der Zakarian,921.0
Ligue 1,France,2019-11-30,Lille,1.0,win,True,Christophe Galtier,701.0
Ligue 1,France,2019-12-01,Nantes,2.0,win,True,Christian Gourcuff,115.0
Ligue 1,France,2019-12-01,Rennes,2.0,win,True,Julien Stéphan,362.0
Ligue 1,France,2020-01-15,Monaco,1.0,loss,True,Robert Moreno,18.0
Ligue 1,France,2019-12-03,Lyon,0.0,loss,True,Rudi Garcia,50.0
Ligue 1,France,2019-12-04,Toulouse,1.0,loss,True,Antoine Kombouaré,51.0
Ligue 1,France,2019-12-04,Paris S-G,2.0,win,True,Thomas Tuchel,521.0
Ligue 1,France,2019-12-06,Lille,1.0,win,True,Christophe Galtier,707.0
Ligue 1,France,2019-12-07,Montpellier,1.0,loss,True,Michel Der Zakarian,928.0
Ligue 1,France,2019-12-07,Strasbourg,4.0,win,True,Thierry Laurey,1254.0
Ligue 1,France,2019-12-07,Monaco,3.0,win,True,Leonardo Jardim,314.0
Ligue 1,France,2019-12-07,Nice,4.0,win,True,Patrick Vieira,524.0
Ligue 1,France,2019-12-07,Rennes,2.0,win,True,Julien Stéphan,368.0
Ligue 1,France,2019-12-08,Nantes,1.0,win,True,Christian Gourcuff,122.0
Ligue 1,France,2019-12-08,Marseille,3.0,win,True,André Villas-Boas,160.0
Ligue 1,France,2019-12-13,Lille,2.0,win,True,Christophe Galtier,714.0
Ligue 1,France,2019-12-14,Toulouse,0.0,loss,True,Antoine Kombouaré,61.0
Ligue 1,France,2019-12-15,Lyon,0.0,loss,True,Rudi Garcia,62.0
Ligue 1,France,2019-12-21,Montpellier,4.0,win,True,Michel Der Zakarian,942.0
Ligue 1,France,2019-12-21,Strasbourg,2.0,win,True,Thierry Laurey,1268.0
Ligue 1,France,2019-12-21,Monaco,5.0,win,True,Leonardo Jardim,328.0
Ligue 1,France,2019-12-21,Nantes,1.0,loss,True,Christian Gourcuff,135.0
Ligue 1,France,2019-12-21,Paris S-G,4.0,win,True,Thomas Tuchel,538.0
Ligue 1,France,2019-12-21,Rennes,1.0,win,True,Julien Stéphan,382.0
Ligue 1,France,2019-12-21,Marseille,3.0,win,True,André Villas-Boas,173.0
Ligue 1,France,2019-12-21,Nice,3.0,win,True,Patrick Vieira,538.0
Ligue 1,France,2019-08-16,Lyon,6.0,win,True,Sylvinho,46.0
Ligue 1,France,2019-08-17,Nantes,0.0,draw,True,Christian Gourcuff,9.0
Ligue 1,France,2019-08-17,Toulouse,1.0,win,True,Alain Casanova,418.0
Ligue 1,France,2019-08-18,Rennes,2.0,win,True,Julien Stéphan,257.0
Ligue 1,France,2020-01-10,Rennes,0.0,loss,True,Julien Stéphan,402.0
Ligue 1,France,2020-01-12,Paris S-G,3.0,draw,True,Thomas Tuchel,560.0
Ligue 1,France,2020-01-24,Nice,1.0,draw,True,Patrick Vieira,572.0
Ligue 1,France,2020-01-25,Marseille,0.0,draw,True,André Villas-Boas,208.0
Ligue 1,France,2020-01-25,Montpellier,2.0,win,True,Michel Der Zakarian,977.0
Ligue 1,France,2020-01-25,Monaco,1.0,loss,True,Robert Moreno,28.0
Ligue 1,France,2020-01-26,Lyon,3.0,win,True,Rudi Garcia,104.0
Ligue 1,France,2020-01-26,Nantes,0.0,loss,True,Christian Gourcuff,171.0
Ligue 1,France,2020-01-26,Lille,0.0,loss,True,Christophe Galtier,758.0
Ligue 1,France,2020-01-31,Rennes,3.0,win,True,Julien Stéphan,423.0
Ligue 1,France,2020-02-01,Paris S-G,5.0,win,True,Thomas Tuchel,580.0
Ligue 1,France,2020-02-01,Strasbourg,1.0,loss,True,Thierry Laurey,1310.0
Ligue 1,France,2020-02-02,Nice,2.0,win,True,Patrick Vieira,581.0
Ligue 1,France,2020-02-04,Monaco,1.0,win,True,Robert Moreno,38.0
Ligue 1,France,2020-02-04,Lille,1.0,win,True,Christophe Galtier,767.0
Ligue 1,France,2020-02-04,Nantes,1.0,loss,True,Christian Gourcuff,180.0
Ligue 1,France,2020-02-05,Lyon,0.0,draw,True,Rudi Garcia,114.0
Ligue 1,France,2020-02-05,Montpellier,1.0,draw,True,Michel Der Zakarian,988.0
Ligue 1,France,2020-02-08,Marseille,1.0,win,True,André Villas-Boas,222.0
Ligue 1,France,2020-02-08,Nice,1.0,loss,True,Patrick Vieira,587.0
Ligue 1,France,2020-02-08,Rennes,0.0,draw,True,Julien Stéphan,431.0
Ligue 1,France,2020-02-09,Montpellier,1.0,win,True,Michel Der Zakarian,992.0
Ligue 1,France,2020-02-09,Strasbourg,3.0,win,True,Thierry Laurey,1318.0
Ligue 1,France,2020-02-09,Paris S-G,4.0,win,True,Thomas Tuchel,588.0
Ligue 1,France,2020-02-14,Monaco,1.0,win,True,Robert Moreno,48.0
Ligue 1,France,2020-02-15,Nantes,0.0,draw,True,Christian Gourcuff,191.0
Ligue 1,France,2020-02-16,Lyon,1.0,draw,True,Rudi Garcia,125.0
Ligue 1,France,2020-02-16,Lille,1.0,loss,True,Christophe Galtier,779.0
Ligue 1,France,2020-02-21,Nice,2.0,draw,True,Patrick Vieira,600.0
Ligue 1,France,2020-02-22,Marseille,1.0,loss,True,André Villas-Boas,236.0
Ligue 1,France,2020-02-22,Lille,3.0,win,True,Christophe Galtier,785.0
Ligue 1,France,2020-02-22,Strasbourg,0.0,draw,True,Thierry Laurey,1331.0
Ligue 1,France,2020-02-23,Rennes,2.0,win,True,Julien Stéphan,446.0
Ligue 1,France,2020-02-23,Paris S-G,4.0,win,True,Thomas Tuchel,602.0
Ligue 1,France,2020-02-29,Paris S-G,4.0,win,True,Thomas Tuchel,608.0
Ligue 1,France,2020-02-29,Monaco,1.0,draw,True,Robert Moreno,63.0
Ligue 1,France,2020-02-29,Montpellier,3.0,win,True,Michel Der Zakarian,1012.0
Ligue 1,France,2020-03-01,Nantes,0.0,loss,True,Christian Gourcuff,206.0
Ligue 1,France,2020-03-01,Lyon,2.0,win,True,Rudi Garcia,139.0
Ligue 1,France,2020-03-06,Marseille,2.0,draw,True,André Villas-Boas,249.0
Ligue 1,France,2020-03-07,Nice,2.0,win,True,Patrick Vieira,615.0
Ligue 1,France,2020-03-08,Rennes,5.0,win,True,Julien Stéphan,460.0
Ligue 1,France,2020-03-08,Lille,1.0,win,True,Christophe Galtier,800.0
Ligue 1,France,2020-03-18,Strasbourg,,draw,True,Thierry Laurey,1356.0
Ligue 1,France,2020-03-13,Lyon,,draw,True,Rudi Garcia,151.0
Ligue 1,France,2020-03-14,Montpellier,,draw,True,Michel Der Zakarian,1026.0
Ligue 1,France,2020-03-14,Nantes,,draw,True,Christian Gourcuff,219.0
Ligue 1,France,2020-03-14,Strasbourg,,draw,True,Thierry Laurey,1352.0
Ligue 1,France,2020-03-15,Monaco,,draw,True,Robert Moreno,78.0
Ligue 1,France,2020-03-15,Paris S-G,,draw,True,Thomas Tuchel,623.0
Ligue 1,France,2019-08-25,Monaco,2.0,draw,True,Leonardo Jardim,210.0
Ligue 1,France,2019-08-25,Strasbourg,0.0,loss,True,Thierry Laurey,1150.0
Ligue 1,France,2019-08-25,Paris S-G,4.0,win,True,Thomas Tuchel,420.0
Ligue 1,France,2019-08-27,Montpellier,1.0,win,True,Michel Der Zakarian,826.0
Ligue 1,France,2019-08-28,Lille,3.0,win,True,Christophe Galtier,607.0
Ligue 1,France,2019-08-28,Nice,1.0,loss,True,Patrick Vieira,423.0
Ligue 1,France,2020-03-20,Lille,,draw,True,Christophe Galtier,812.0
Ligue 1,France,2020-03-21,Rennes,,draw,True,Julien Stéphan,473.0
Ligue 1,France,2020-03-21,Nice,,draw,True,Patrick Vieira,629.0
Ligue 1,France,2020-03-22,Marseille,,draw,True,André Villas-Boas,265.0
Ligue 1,France,2020-04-04,Montpellier,,draw,True,Michel Der Zakarian,1047.0
Ligue 1,France,2020-04-05,Lyon,,draw,True,Rudi Garcia,174.0
Ligue 1,France,2020-04-05,Paris S-G,,draw,True,Thomas Tuchel,644.0
Ligue 1,France,2020-04-05,Monaco,,draw,True,Robert Moreno,99.0
Ligue 1,France,2020-04-05,Strasbourg,,draw,True,Thierry Laurey,1374.0
Ligue 1,France,2020-04-11,Nantes,,draw,True,Christian Gourcuff,247.0
Ligue 1,France,2020-04-11,Marseille,,draw,True,André Villas-Boas,285.0
Ligue 1,France,2020-04-11,Nice,,draw,True,Patrick Vieira,650.0
Ligue 1,France,2020-04-18,Monaco,,draw,True,Robert Moreno,112.0
Ligue 1,France,2020-04-18,Lyon,,draw,True,Rudi Garcia,187.0
Ligue 1,France,2020-04-18,Paris S-G,,draw,True,Thomas Tuchel,657.0
Ligue 1,France,2020-04-18,Strasbourg,,draw,True,Thierry Laurey,1387.0
Ligue 1,France,2020-04-18,Montpellier,,draw,True,Michel Der Zakarian,1061.0
Ligue 1,France,2020-04-18,Lille,,draw,True,Christophe Galtier,841.0
Ligue 1,France,2020-04-18,Rennes,,draw,True,Julien Stéphan,501.0
Ligue 1,France,2020-04-26,Rennes,,draw,True,Julien Stéphan,509.0
Ligue 1,France,2020-04-26,Nantes,,draw,True,Christian Gourcuff,262.0
