date,league,team,result,days_in_post
2021-05-16,LaLiga,Barcelona,loss,270
2021-05-16,LaLiga,Getafe,win,1692
2021-05-22,LaLiga,Real Madrid,win,803
2021-05-22,LaLiga,Celta Vigo,loss,191
2021-05-23,LaLiga,Sevilla,win,692
2020-09-29,LaLiga,Real Sociedad,loss,642
2020-09-29,LaLiga,Getafe,win,1463
2020-09-30,LaLiga,Villarreal,win,69
2020-09-30,LaLiga,Real Madrid,win,569
2020-10-01,LaLiga,Sevilla,win,458
2020-10-01,LaLiga,Athletic Club,loss,666
2020-10-01,LaLiga,Celta Vigo,loss,332
2020-10-03,LaLiga,Real Sociedad,win,646
2020-10-03,LaLiga,Valencia,loss,68
2020-10-04,LaLiga,Alavés,win,60
2020-10-04,LaLiga,Barcelona,draw,46
2020-10-17,LaLiga,Celta Vigo,loss,348
2020-10-17,LaLiga,Real Madrid,loss,586
2020-10-17,LaLiga,Getafe,win,1481
2020-10-18,LaLiga,Athletic Club,win,683
2020-10-18,LaLiga,Villarreal,win,87
2020-10-18,LaLiga,Alavés,loss,74
2020-10-18,LaLiga,Betis,loss,78
2020-10-24,LaLiga,Barcelona,loss,66
2020-10-24,LaLiga,Sevilla,loss,481
2020-10-25,LaLiga,Getafe,loss,1489
2020-10-25,LaLiga,Real Sociedad,win,668
2020-10-31,LaLiga,Real Madrid,win,600
2020-10-31,LaLiga,Athletic Club,win,696
2020-10-31,LaLiga,Alavés,draw,87
2020-11-01,LaLiga,Betis,win,92
2020-11-01,LaLiga,Celta Vigo,loss,363
2020-11-01,LaLiga,Valencia,draw,97
2020-11-02,LaLiga,Villarreal,win,102
2020-11-07,LaLiga,Barcelona,win,80
2020-11-07,LaLiga,Sevilla,win,495
2020-11-08,LaLiga,Getafe,loss,1503
2020-11-08,LaLiga,Real Sociedad,win,682
2020-11-08,LaLiga,Valencia,win,104
2021-08-13,LaLiga,Valencia,win,43
2021-08-14,LaLiga,Alavés,loss,131
2021-08-15,LaLiga,Celta Vigo,loss,276
2021-08-15,LaLiga,Barcelona,win,361
2021-08-15,LaLiga,Sevilla,win,776
2021-08-16,LaLiga,Villarreal,draw,389
2021-10-23,LaLiga,Valencia,draw,114
2021-10-23,LaLiga,Athletic Club,win,292
2021-10-24,LaLiga,Sevilla,win,846
2021-10-24,LaLiga,Barcelona,loss,431
2021-10-24,LaLiga,Betis,win,449
2021-10-25,LaLiga,Getafe,loss,19
2021-10-26,LaLiga,Alavés,win,204
2021-10-26,LaLiga,Villarreal,draw,460
2021-10-27,LaLiga,Rayo Vallecano,win,447
2021-10-27,LaLiga,Betis,win,452
2021-10-27,LaLiga,Real Madrid,draw,118
2021-10-28,LaLiga,Celta Vigo,loss,350
2021-10-30,LaLiga,Sevilla,win,852
2021-10-30,LaLiga,Valencia,win,121
2021-10-31,LaLiga,Getafe,win,25
2021-10-31,LaLiga,Real Sociedad,draw,1039
2021-11-01,LaLiga,Rayo Vallecano,draw,452
2021-11-05,LaLiga,Athletic Club,loss,305
2021-11-06,LaLiga,Celta Vigo,draw,359
2021-11-06,LaLiga,Alavés,win,215
2021-11-06,LaLiga,Real Madrid,win,128
2021-11-07,LaLiga,Villarreal,win,472
2021-11-07,LaLiga,Valencia,draw,129
2021-11-07,LaLiga,Betis,loss,463
2021-11-20,LaLiga,Celta Vigo,draw,373
2021-11-20,LaLiga,Sevilla,draw,873
2021-11-20,LaLiga,Barcelona,win,14
2021-11-21,LaLiga,Getafe,win,46
2021-11-21,LaLiga,Real Sociedad,draw,1060
2021-11-22,LaLiga,Rayo Vallecano,win,473
2021-11-26,LaLiga,Athletic Club,draw,326
2021-11-27,LaLiga,Alavés,loss,236
2021-11-27,LaLiga,Valencia,draw,149
2021-11-27,LaLiga,Villarreal,loss,492
2021-11-28,LaLiga,Betis,win,484
2021-11-28,LaLiga,Real Madrid,win,150
2021-12-04,LaLiga,Sevilla,win,887
2021-12-04,LaLiga,Barcelona,loss,28
2021-12-04,LaLiga,Real Sociedad,loss,1073
2021-12-05,LaLiga,Rayo Vallecano,win,486
2021-12-05,LaLiga,Celta Vigo,loss,388
2021-12-06,LaLiga,Getafe,draw,61
2021-12-11,LaLiga,Alavés,draw,250
2021-12-11,LaLiga,Valencia,win,163
2021-12-11,LaLiga,Athletic Club,loss,341
2021-12-12,LaLiga,Villarreal,win,507
2021-12-12,LaLiga,Betis,win,498
2021-12-12,LaLiga,Real Madrid,win,164
2021-12-17,LaLiga,Celta Vigo,win,400
2021-12-18,LaLiga,Rayo Vallecano,win,499
2021-12-18,LaLiga,Real Sociedad,loss,1087
2021-12-18,LaLiga,Barcelona,win,42
2021-12-18,LaLiga,Sevilla,win,901
2021-12-19,LaLiga,Athletic Club,win,349
2021-12-19,LaLiga,Getafe,win,74
2021-12-19,LaLiga,Real Madrid,draw,171
2021-12-31,LaLiga,Valencia,loss,183
2022-01-02,LaLiga,Getafe,win,88
2022-01-02,LaLiga,Alavés,draw,5
2022-01-02,LaLiga,Betis,loss,519
2022-01-03,LaLiga,Villarreal,win,529
2021-08-20,LaLiga,Betis,draw,384
2021-08-21,LaLiga,Alavés,loss,138
2021-08-21,LaLiga,Athletic Club,draw,229
2021-08-22,LaLiga,Real Sociedad,win,969
2021-08-23,LaLiga,Getafe,loss,53
2022-01-08,LaLiga,Real Sociedad,win,1108
2022-01-08,LaLiga,Real Madrid,win,191
2022-01-09,LaLiga,Rayo Vallecano,draw,521
2022-01-09,LaLiga,Sevilla,win,923
2022-01-09,LaLiga,Alavés,draw,12
2022-01-09,LaLiga,Villarreal,draw,535
2021-12-22,LaLiga,Athletic Club,loss,352
2022-01-18,LaLiga,Betis,win,535
2022-01-19,LaLiga,Celta Vigo,win,433
2022-01-19,LaLiga,Valencia,draw,202
2022-01-20,LaLiga,Getafe,win,106
2022-04-24,LaLiga,Barcelona,loss,169
2022-01-22,LaLiga,Villarreal,win,548
2022-01-22,LaLiga,Sevilla,draw,936
2022-01-23,LaLiga,Real Madrid,draw,206
2022-01-23,LaLiga,Real Sociedad,draw,1123
2022-01-23,LaLiga,Rayo Vallecano,loss,535
2022-01-23,LaLiga,Alavés,loss,26
2022-02-04,LaLiga,Getafe,win,121
2022-02-05,LaLiga,Celta Vigo,win,450
2022-02-06,LaLiga,Valencia,draw,220
2022-02-06,LaLiga,Barcelona,win,92
2022-02-06,LaLiga,Betis,loss,554
2022-02-06,LaLiga,Real Madrid,win,220
2022-02-07,LaLiga,Athletic Club,win,399
2022-02-11,LaLiga,Sevilla,win,956
2022-02-12,LaLiga,Villarreal,draw,569
2022-02-12,LaLiga,Rayo Vallecano,loss,555
2022-02-13,LaLiga,Alavés,win,47
2022-02-13,LaLiga,Real Sociedad,win,1144
2022-02-19,LaLiga,Real Madrid,win,233
2022-02-20,LaLiga,Valencia,loss,234
2022-02-20,LaLiga,Betis,win,568
2022-02-20,LaLiga,Athletic Club,win,412
2022-02-21,LaLiga,Celta Vigo,draw,466
2022-02-26,LaLiga,Getafe,draw,143
2022-02-26,LaLiga,Rayo Vallecano,loss,569
2022-02-27,LaLiga,Villarreal,win,584
2022-02-27,LaLiga,Sevilla,win,972
2022-02-27,LaLiga,Real Sociedad,win,1158
2022-02-27,LaLiga,Barcelona,win,113
2022-03-04,LaLiga,Alavés,draw,66
2022-03-05,LaLiga,Valencia,win,247
2022-03-05,LaLiga,Real Madrid,win,247
2022-03-06,LaLiga,Celta Vigo,win,479
2022-03-06,LaLiga,Betis,loss,582
2022-03-07,LaLiga,Athletic Club,win,427
2022-03-12,LaLiga,Villarreal,win,597
2022-03-12,LaLiga,Getafe,draw,157
2022-03-13,LaLiga,Rayo Vallecano,draw,584
2022-03-13,LaLiga,Betis,win,589
2022-03-13,LaLiga,Real Sociedad,win,1172
2022-03-13,LaLiga,Barcelona,win,127
2022-03-18,LaLiga,Athletic Club,draw,438
2022-03-19,LaLiga,Alavés,loss,81
2022-03-19,LaLiga,Rayo Vallecano,loss,590
2022-03-20,LaLiga,Celta Vigo,draw,493
2022-03-20,LaLiga,Sevilla,draw,993
2022-03-20,LaLiga,Real Madrid,loss,262
2021-08-27,LaLiga,Valencia,win,57
2021-08-28,LaLiga,Celta Vigo,loss,289
2021-08-28,LaLiga,Real Sociedad,win,975
2021-08-28,LaLiga,Betis,loss,392
2021-08-29,LaLiga,Barcelona,win,375
2021-08-29,LaLiga,Rayo Vallecano,win,388
2022-04-02,LaLiga,Getafe,win,178
2022-04-02,LaLiga,Celta Vigo,loss,506
2022-04-03,LaLiga,Athletic Club,win,454
2022-04-03,LaLiga,Betis,win,610
2022-04-03,LaLiga,Valencia,draw,276
2022-04-03,LaLiga,Barcelona,win,148
2022-04-04,LaLiga,Real Sociedad,win,1194
2022-04-08,LaLiga,Sevilla,win,1012
2022-04-09,LaLiga,Villarreal,draw,625
2022-04-09,LaLiga,Real Madrid,win,282
2022-04-11,LaLiga,Rayo Vallecano,draw,613
2022-04-15,LaLiga,Real Sociedad,draw,1205
2022-04-16,LaLiga,Alavés,win,11
2022-04-16,LaLiga,Valencia,loss,289
2022-04-16,LaLiga,Getafe,loss,192
2022-04-17,LaLiga,Athletic Club,loss,468
2022-04-17,LaLiga,Sevilla,loss,1021
2022-04-18,LaLiga,Barcelona,loss,163
2022-04-19,LaLiga,Betis,loss,626
2022-04-19,LaLiga,Villarreal,win,635
2022-04-20,LaLiga,Celta Vigo,loss,524
2022-04-21,LaLiga,Real Sociedad,loss,1211
2022-04-29,LaLiga,Sevilla,draw,1033
2022-04-30,LaLiga,Alavés,win,25
2022-04-30,LaLiga,Real Madrid,win,303
2022-04-30,LaLiga,Valencia,draw,303
2022-04-30,LaLiga,Athletic Club,win,481
2022-05-01,LaLiga,Rayo Vallecano,draw,633
2022-05-01,LaLiga,Barcelona,win,176
2022-05-02,LaLiga,Getafe,draw,208
2022-05-07,LaLiga,Athletic Club,draw,488
2022-05-07,LaLiga,Celta Vigo,win,541
2022-05-07,LaLiga,Betis,loss,644
2022-05-08,LaLiga,Getafe,draw,214
2022-05-08,LaLiga,Villarreal,draw,654
2022-05-10,LaLiga,Valencia,loss,313
2022-05-10,LaLiga,Barcelona,win,185
2022-05-11,LaLiga,Alavés,win,36
2022-05-11,LaLiga,Sevilla,draw,1045
2022-05-12,LaLiga,Real Sociedad,win,1232
2022-05-12,LaLiga,Rayo Vallecano,loss,644
2022-05-12,LaLiga,Real Madrid,win,315
2022-05-15,LaLiga,Villarreal,loss,661
2022-05-15,LaLiga,Getafe,draw,221
2022-05-15,LaLiga,Athletic Club,win,496
2022-05-15,LaLiga,Betis,win,652
2022-05-15,LaLiga,Celta Vigo,win,549
2022-05-20,LaLiga,Real Madrid,draw,323
2022-05-20,LaLiga,Rayo Vallecano,loss,652
2022-05-21,LaLiga,Valencia,win,324
2022-05-22,LaLiga,Alavés,loss,47
2022-05-22,LaLiga,Barcelona,loss,197
2022-05-22,LaLiga,Sevilla,win,1056
2022-05-22,LaLiga,Real Sociedad,loss,1242
2021-09-11,LaLiga,Athletic Club,win,250
2021-09-12,LaLiga,Real Madrid,win,73
2021-09-13,LaLiga,Getafe,loss,74
2021-12-21,LaLiga,Villarreal,win,516
2021-12-21,LaLiga,Sevilla,draw,904
2021-09-17,LaLiga,Celta Vigo,loss,309
2021-09-18,LaLiga,Rayo Vallecano,win,408
2021-09-18,LaLiga,Alavés,loss,166
2021-09-19,LaLiga,Real Sociedad,draw,997
2021-09-19,LaLiga,Betis,draw,414
2021-09-19,LaLiga,Valencia,loss,80
2021-09-20,LaLiga,Barcelona,draw,397
2021-09-21,LaLiga,Getafe,loss,82
2021-09-21,LaLiga,Athletic Club,loss,260
2021-09-22,LaLiga,Sevilla,win,814
2021-09-22,LaLiga,Real Madrid,win,83
2021-09-22,LaLiga,Villarreal,win,426
2021-09-25,LaLiga,Alavés,win,173
2021-09-25,LaLiga,Valencia,draw,86
2021-09-25,LaLiga,Sevilla,win,817
2021-09-25,LaLiga,Real Madrid,draw,86
2021-09-26,LaLiga,Barcelona,win,403
2021-09-26,LaLiga,Rayo Vallecano,win,416
2021-09-26,LaLiga,Real Sociedad,win,1004
2021-09-26,LaLiga,Betis,win,421
2021-09-27,LaLiga,Celta Vigo,win,319
2021-10-01,LaLiga,Athletic Club,win,270
2021-10-03,LaLiga,Getafe,draw,94
2021-10-03,LaLiga,Villarreal,win,437
2021-10-16,LaLiga,Real Sociedad,win,1024
2021-10-17,LaLiga,Rayo Vallecano,win,437
2021-10-17,LaLiga,Celta Vigo,loss,339
2021-10-17,LaLiga,Villarreal,loss,451
2021-10-17,LaLiga,Barcelona,win,424
2021-10-18,LaLiga,Alavés,loss,196
2021-12-01,LaLiga,Real Madrid,win,153
2017-08-04,Ligue 1,Monaco,win,1130
2017-08-05,Ligue 1,Paris S-G,win,400
2017-08-05,Ligue 1,Lyon,win,590
2017-08-05,Ligue 1,Montpellier,win,74
2017-08-06,Ligue 1,Marseille,win,290
2017-10-21,Ligue 1,Monaco,win,1208
2017-10-21,Ligue 1,Nantes,win,112
2017-10-22,Ligue 1,Nice,loss,478
2017-10-22,Ligue 1,Marseille,draw,367
2017-10-27,Ligue 1,Paris S-G,win,483
2017-10-28,Ligue 1,Montpellier,loss,158
2017-10-28,Ligue 1,Strasbourg,draw,484
2017-10-29,Ligue 1,Lyon,win,675
2017-10-29,Ligue 1,Toulouse,draw,607
2017-11-04,Ligue 1,Montpellier,draw,165
2017-11-04,Ligue 1,Nantes,win,126
2017-11-04,Ligue 1,Monaco,win,1222
2017-11-05,Ligue 1,Nice,win,492
2017-11-05,Ligue 1,Marseille,win,381
2017-11-18,Ligue 1,Paris S-G,win,505
2017-11-18,Ligue 1,Strasbourg,win,505
2017-11-18,Ligue 1,Toulouse,draw,627
2017-11-19,Ligue 1,Lyon,draw,696
2017-11-25,Ligue 1,Rennes,win,17
2017-11-25,Ligue 1,Montpellier,win,186
2017-11-26,Ligue 1,Nice,loss,513
2017-11-26,Ligue 1,Marseille,win,402
2017-11-26,Ligue 1,Monaco,loss,1244
2017-11-28,Ligue 1,Strasbourg,draw,515
2017-11-29,Ligue 1,Lyon,loss,706
2017-11-29,Ligue 1,Toulouse,loss,638
2017-11-29,Ligue 1,Nantes,win,151
2017-11-29,Ligue 1,Paris S-G,win,516
2017-12-02,Ligue 1,Strasbourg,win,519
2017-12-02,Ligue 1,Nice,win,519
2017-12-02,Ligue 1,Rennes,win,24
2017-12-02,Ligue 1,Monaco,win,1250
2017-12-03,Ligue 1,Montpellier,draw,194
2017-12-09,Ligue 1,Paris S-G,win,526
2017-12-09,Ligue 1,Toulouse,win,648
2017-12-09,Ligue 1,Monaco,win,1257
2017-12-10,Ligue 1,Nantes,loss,162
2017-12-10,Ligue 1,Marseille,win,416
2017-12-16,Ligue 1,Rennes,loss,38
2017-12-16,Ligue 1,Montpellier,loss,207
2017-12-16,Ligue 1,Strasbourg,win,533
2017-12-17,Ligue 1,Nantes,win,169
2017-12-17,Ligue 1,Nice,win,534
2017-12-17,Ligue 1,Lyon,win,724
2017-12-20,Ligue 1,Monaco,win,1268
2017-12-20,Ligue 1,Toulouse,loss,659
2017-12-20,Ligue 1,Paris S-G,win,537
2017-12-20,Ligue 1,Marseille,win,426
2017-08-11,Ligue 1,Nice,loss,406
2017-08-12,Ligue 1,Nantes,loss,42
2017-08-12,Ligue 1,Toulouse,win,529
2017-08-13,Ligue 1,Strasbourg,win,408
2018-01-12,Ligue 1,Strasbourg,loss,560
2018-01-13,Ligue 1,Rennes,loss,66
2018-01-13,Ligue 1,Nice,win,561
2018-01-13,Ligue 1,Montpellier,draw,235
2018-01-14,Ligue 1,Lyon,draw,752
2018-01-14,Ligue 1,Nantes,loss,197
2018-01-16,Ligue 1,Marseille,win,453
2018-01-16,Ligue 1,Monaco,draw,1295
2018-01-17,Ligue 1,Lille,loss,19
2018-01-17,Ligue 1,Toulouse,draw,687
2018-01-17,Ligue 1,Paris S-G,win,565
2018-01-20,Ligue 1,Nantes,loss,203
2018-01-20,Ligue 1,Rennes,win,73
2018-01-20,Ligue 1,Montpellier,win,242
2018-01-20,Ligue 1,Strasbourg,win,568
2018-01-21,Ligue 1,Nice,win,569
2018-01-21,Ligue 1,Monaco,win,1300
2018-01-21,Ligue 1,Lyon,win,759
2018-01-27,Ligue 1,Paris S-G,win,575
2018-01-28,Ligue 1,Lille,win,30
2018-01-28,Ligue 1,Marseille,draw,465
2018-02-02,Ligue 1,Marseille,win,470
2018-02-03,Ligue 1,Lille,loss,36
2018-02-03,Ligue 1,Strasbourg,loss,582
2018-02-03,Ligue 1,Montpellier,win,256
2018-02-03,Ligue 1,Nice,loss,582
2018-02-04,Ligue 1,Rennes,loss,88
2018-02-04,Ligue 1,Monaco,win,1314
2018-02-11,Ligue 1,Strasbourg,win,590
2018-02-11,Ligue 1,Nantes,draw,225
2018-02-11,Ligue 1,Lyon,loss,780
2018-02-16,Ligue 1,Monaco,win,1326
2018-02-17,Ligue 1,Paris S-G,win,596
2018-02-17,Ligue 1,Montpellier,draw,270
2018-02-18,Ligue 1,Nice,draw,597
2018-02-18,Ligue 1,Lille,draw,51
2018-02-18,Ligue 1,Marseille,win,486
2018-02-23,Ligue 1,Strasbourg,draw,602
2018-02-24,Ligue 1,Nantes,loss,238
2018-02-24,Ligue 1,Lille,loss,57
2018-02-24,Ligue 1,Rennes,win,108
2018-02-25,Ligue 1,Lyon,draw,794
2018-02-25,Ligue 1,Paris S-G,win,604
2018-03-02,Ligue 1,Nice,win,609
2018-03-02,Ligue 1,Monaco,win,1340
2018-03-04,Ligue 1,Montpellier,draw,285
2018-03-04,Ligue 1,Marseille,draw,500
2018-03-09,Ligue 1,Strasbourg,loss,616
2018-03-10,Ligue 1,Paris S-G,win,617
2018-03-10,Ligue 1,Lille,draw,71
2018-03-10,Ligue 1,Rennes,draw,122
2018-03-10,Ligue 1,Nantes,win,252
2018-03-11,Ligue 1,Lyon,win,808
2017-08-19,Ligue 1,Lyon,draw,604
2017-08-19,Ligue 1,Montpellier,draw,88
2017-08-19,Ligue 1,Nice,win,414
2017-08-20,Ligue 1,Marseille,draw,304
2017-08-20,Ligue 1,Paris S-G,win,415
2018-03-16,Ligue 1,Monaco,win,1354
2018-03-17,Ligue 1,Montpellier,draw,298
2018-03-18,Ligue 1,Nice,loss,625
2018-03-18,Ligue 1,Marseille,loss,514
2018-03-14,Ligue 1,Paris S-G,win,621
2018-04-01,Ligue 1,Lille,loss,93
2018-04-01,Ligue 1,Nantes,loss,274
2018-04-01,Ligue 1,Strasbourg,draw,639
2018-04-01,Ligue 1,Lyon,win,829
2018-04-04,Ligue 1,Rennes,draw,147
2018-04-07,Ligue 1,Monaco,win,1376
2018-04-08,Ligue 1,Nice,draw,646
2018-04-08,Ligue 1,Marseille,draw,535
2018-04-14,Ligue 1,Lyon,win,842
2018-04-14,Ligue 1,Nantes,draw,287
2018-04-14,Ligue 1,Strasbourg,loss,652
2018-04-14,Ligue 1,Lille,draw,106
2018-04-14,Ligue 1,Rennes,loss,157
2018-04-15,Ligue 1,Montpellier,loss,327
2018-04-15,Ligue 1,Paris S-G,win,653
2018-04-20,Ligue 1,Nantes,draw,293
2018-04-21,Ligue 1,Marseille,win,548
2018-04-22,Ligue 1,Nice,win,660
2018-04-27,Ligue 1,Montpellier,loss,339
2018-04-28,Ligue 1,Lyon,win,856
2018-04-28,Ligue 1,Monaco,draw,1397
2018-04-28,Ligue 1,Strasbourg,draw,666
2018-04-28,Ligue 1,Lille,win,120
2018-04-29,Ligue 1,Rennes,win,172
2018-04-29,Ligue 1,Paris S-G,draw,667
2018-05-06,Ligue 1,Lyon,win,864
2018-05-06,Ligue 1,Nantes,loss,309
2018-05-06,Ligue 1,Rennes,win,179
2018-05-06,Ligue 1,Marseille,win,563
2018-05-12,Ligue 1,Strasbourg,win,680
2018-05-12,Ligue 1,Montpellier,draw,354
2018-05-12,Ligue 1,Lille,win,134
2018-05-12,Ligue 1,Nice,win,680
2018-05-12,Ligue 1,Paris S-G,loss,680
2018-05-12,Ligue 1,Monaco,win,1411
2018-05-19,Ligue 1,Marseille,win,576
2018-05-19,Ligue 1,Rennes,draw,192
2018-05-19,Ligue 1,Lyon,win,877
2017-08-25,Ligue 1,Paris S-G,win,420
2017-08-26,Ligue 1,Nantes,draw,56
2017-08-26,Ligue 1,Toulouse,win,543
2017-08-27,Ligue 1,Monaco,win,1153
2017-09-09,Ligue 1,Nice,win,435
2017-09-09,Ligue 1,Strasbourg,loss,435
2017-09-09,Ligue 1,Montpellier,loss,109
2017-09-10,Ligue 1,Lyon,win,626
2017-09-10,Ligue 1,Marseille,loss,325
2017-09-15,Ligue 1,Toulouse,loss,563
2017-09-16,Ligue 1,Monaco,win,1173
2017-09-16,Ligue 1,Nantes,win,77
2017-09-17,Ligue 1,Paris S-G,win,443
2017-09-22,Ligue 1,Nice,draw,448
2017-09-23,Ligue 1,Montpellier,draw,123
2017-09-23,Ligue 1,Lyon,draw,639
2017-09-24,Ligue 1,Strasbourg,loss,450
2017-09-24,Ligue 1,Marseille,win,339
2017-09-29,Ligue 1,Monaco,draw,1186
2017-09-30,Ligue 1,Paris S-G,win,456
2017-09-30,Ligue 1,Nantes,win,91
2017-10-01,Ligue 1,Nice,loss,457
2017-10-13,Ligue 1,Lyon,win,659
2017-10-14,Ligue 1,Toulouse,win,592
2017-10-15,Ligue 1,Montpellier,win,145
2017-10-15,Ligue 1,Strasbourg,draw,471
2018-08-10,Ligue 1,Marseille,win,659
2018-08-11,Ligue 1,Nantes,loss,59
2018-08-11,Ligue 1,Montpellier,loss,445
2018-08-11,Ligue 1,Nice,loss,41
2018-08-11,Ligue 1,Lille,win,225
2018-08-12,Ligue 1,Lyon,win,962
2018-08-12,Ligue 1,Paris S-G,win,42
2018-10-19,Ligue 1,Lyon,win,1030
2018-10-20,Ligue 1,Paris S-G,win,111
2018-10-20,Ligue 1,Nantes,win,18
2018-10-20,Ligue 1,Strasbourg,win,841
2018-10-21,Ligue 1,Montpellier,win,516
2018-10-21,Ligue 1,Nice,loss,112
2018-10-27,Ligue 1,Toulouse,loss,124
2018-10-27,Ligue 1,Monaco,draw,14
2018-10-27,Ligue 1,Lille,win,302
2018-10-28,Ligue 1,Rennes,loss,354
2018-10-28,Ligue 1,Marseille,loss,738
2018-11-02,Ligue 1,Paris S-G,win,124
2018-11-03,Ligue 1,Lyon,draw,1045
2018-11-03,Ligue 1,Nice,win,125
2018-11-03,Ligue 1,Strasbourg,draw,855
2018-11-04,Ligue 1,Nantes,win,33
2018-11-04,Ligue 1,Montpellier,win,530
2018-11-09,Ligue 1,Lille,draw,315
2018-11-10,Ligue 1,Toulouse,loss,138
2018-11-11,Ligue 1,Rennes,draw,368
2018-11-11,Ligue 1,Marseille,win,752
2018-11-11,Ligue 1,Monaco,loss,29
2018-11-23,Ligue 1,Lyon,win,1065
2018-11-24,Ligue 1,Paris S-G,win,146
2018-11-24,Ligue 1,Nantes,draw,53
2018-11-24,Ligue 1,Strasbourg,loss,876
2018-11-25,Ligue 1,Montpellier,draw,551
2018-11-25,Ligue 1,Nice,win,147
2018-12-01,Ligue 1,Lille,draw,337
2018-12-01,Ligue 1,Monaco,loss,49
2018-12-02,Ligue 1,Toulouse,draw,160
2018-12-02,Ligue 1,Rennes,loss,389
2018-12-02,Ligue 1,Marseille,draw,773
2018-12-04,Ligue 1,Nice,draw,156
2018-12-04,Ligue 1,Montpellier,loss,560
2018-12-05,Ligue 1,Lyon,loss,1077
2018-12-05,Ligue 1,Nantes,win,64
2018-12-05,Ligue 1,Strasbourg,draw,887
2018-12-08,Ligue 1,Rennes,win,4
2018-12-09,Ligue 1,Strasbourg,draw,891
2018-12-09,Ligue 1,Lille,draw,345
2019-01-16,Ligue 1,Toulouse,draw,205
2019-01-16,Ligue 1,Monaco,draw,95
2019-02-20,Ligue 1,Paris S-G,win,234
2018-12-16,Ligue 1,Nice,draw,168
2018-12-16,Ligue 1,Lyon,win,1088
2019-01-08,Ligue 1,Nantes,win,98
2019-02-05,Ligue 1,Marseille,win,838
2018-12-22,Ligue 1,Rennes,win,18
2018-12-22,Ligue 1,Montpellier,draw,578
2018-12-22,Ligue 1,Lille,loss,358
2018-12-22,Ligue 1,Paris S-G,win,174
2018-12-22,Ligue 1,Strasbourg,win,904
2018-12-22,Ligue 1,Monaco,loss,70
2018-08-18,Ligue 1,Rennes,win,283
2018-08-18,Ligue 1,Monaco,draw,1509
2018-08-19,Ligue 1,Strasbourg,draw,779
2018-08-19,Ligue 1,Toulouse,win,55
2019-01-11,Ligue 1,Lyon,draw,1114
2019-01-12,Ligue 1,Nice,win,195
2019-01-13,Ligue 1,Nantes,loss,103
2019-01-13,Ligue 1,Toulouse,loss,202
2019-01-13,Ligue 1,Marseille,draw,815
2019-01-18,Ligue 1,Lille,win,385
2019-01-19,Ligue 1,Paris S-G,win,202
2019-01-19,Ligue 1,Monaco,loss,98
2019-01-20,Ligue 1,Rennes,draw,47
2019-01-25,Ligue 1,Marseille,loss,827
2019-01-26,Ligue 1,Nice,win,209
2019-01-26,Ligue 1,Strasbourg,win,939
2019-01-27,Ligue 1,Montpellier,win,614
2019-01-27,Ligue 1,Toulouse,draw,216
2019-01-27,Ligue 1,Paris S-G,win,210
2019-01-30,Ligue 1,Nantes,draw,120
2019-02-01,Ligue 1,Lille,win,399
2019-02-02,Ligue 1,Monaco,win,6
2019-02-02,Ligue 1,Rennes,win,60
2019-02-03,Ligue 1,Lyon,win,1137
2019-02-09,Ligue 1,Paris S-G,win,223
2019-02-09,Ligue 1,Strasbourg,loss,953
2019-02-10,Ligue 1,Nantes,loss,131
2019-02-10,Ligue 1,Toulouse,draw,230
2019-02-10,Ligue 1,Montpellier,draw,628
2019-02-10,Ligue 1,Rennes,win,68
2019-02-10,Ligue 1,Nice,win,224
2019-02-15,Ligue 1,Lyon,win,1149
2019-02-16,Ligue 1,Marseille,win,849
2019-02-16,Ligue 1,Monaco,win,20
2019-02-17,Ligue 1,Lille,draw,415
2019-02-22,Ligue 1,Strasbourg,draw,966
2019-02-23,Ligue 1,Paris S-G,win,237
2019-02-24,Ligue 1,Toulouse,draw,244
2019-02-24,Ligue 1,Montpellier,loss,642
2019-02-24,Ligue 1,Nantes,win,145
2019-02-24,Ligue 1,Rennes,draw,82
2019-02-24,Ligue 1,Monaco,win,28
2019-03-03,Ligue 1,Nice,win,245
2019-03-03,Ligue 1,Lille,win,429
2019-03-03,Ligue 1,Lyon,win,1165
2019-03-03,Ligue 1,Marseille,win,864
2019-03-09,Ligue 1,Strasbourg,draw,981
2019-03-09,Ligue 1,Monaco,draw,41
2019-03-10,Ligue 1,Montpellier,draw,656
2019-03-10,Ligue 1,Toulouse,win,258
2019-03-10,Ligue 1,Rennes,win,96
2019-03-10,Ligue 1,Marseille,win,871
2019-04-17,Ligue 1,Nantes,win,197
2019-03-15,Ligue 1,Nice,draw,257
2019-03-15,Ligue 1,Lille,loss,441
2019-03-17,Ligue 1,Lyon,win,1179
2019-03-17,Ligue 1,Paris S-G,win,259
2018-08-24,Ligue 1,Lyon,win,974
2018-08-25,Ligue 1,Paris S-G,win,55
2018-08-25,Ligue 1,Nantes,draw,73
2018-08-25,Ligue 1,Nice,loss,55
2018-08-25,Ligue 1,Toulouse,win,61
2018-08-25,Ligue 1,Montpellier,draw,459
2018-08-26,Ligue 1,Lille,win,240
2018-08-26,Ligue 1,Marseille,draw,675
2019-03-29,Ligue 1,Rennes,loss,115
2019-03-30,Ligue 1,Marseille,draw,891
2019-03-31,Ligue 1,Monaco,loss,63
2019-03-31,Ligue 1,Nantes,loss,180
2019-03-31,Ligue 1,Toulouse,loss,279
2019-04-03,Ligue 1,Montpellier,win,680
2019-04-03,Ligue 1,Strasbourg,win,1006
